,Age,Income,Emp_stat_Present,Gender,Marital_status,Loc,Notice_things_Present,All_angles_Present,Sincere_prod_Present,Lonely_Present,Worry_health_Present,Charity_Present,New_env_Present,Meeting_ppl_Present,Hob_interests_Present,Surveys_Present,Spent_onli_Present,WFH_office_Present,Ethu_Present,Income_Change,Smoking_hab_Present,Drinking_hab_Present,Sleeping_hab_Present,Healthy_Lifestyle_Present,Medi_pref_Present,Pol_interest_Present,Internet_interest_Present,Economy_Manag_intrst_Present,Medicine_intrst_Present,Religion_intrst_Present,Save_all_money_Present,Brand_non-brand_Present,Food_pref_Present,Mode_of_transport_Present,Basic_medications_Present,Digital_content_Present,Active_Investor_Present,Edu_instit_fee_Present,Change_in_data_consumption,Spend_on_gadgets_Present,Spend_on_Luxury_Present,Track_Household_exp_Present,Domestic_help_Present,Spending_kind_Present
414,1,0.0,1.0,1,0.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0,2.0,0.0,2.0,2.0,1,0.0,4.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
415,0,4.0,3.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0.0,1.0,2.0,2.0,1,2.0,2.0,0.0,2.0,1,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0
416,0,4.0,4.0,0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0,2.0,1,0.0,4.0,0.0,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0
417,1,5.0,2.0,0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0,0.0,3.0,1.0,2.0,1,3.0,0.0,1.0,3.0,3,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0
418,0,2.0,0.0,0,0.0,2.0,3.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0,0.0,2.0,2.0,2.0,1,1.0,0.0,0.0,1.0,0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0
419,0,4.0,3.0,0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0,2.0,0.0,2.0,2.0,1,1.0,2.0,1.0,2.0,1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0
420,0,2.0,0.0,1,0.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,0,2.0,2.0,2.0,2.0,1,2.0,0.0,0.0,0.0,3,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0
421,2,0.0,0.0,0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,2.0,2.0,1,0.0,4.0,1.0,2.0,1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
422,3,1.0,0.0,1,1.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,1,0.0,0.0,2.0,2.0,1,0.0,4.0,1.0,2.0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0
423,0,3.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2,0.0,0.0,1.0,2.0,1,0.0,4.0,0.0,2.0,2,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,1.0
424,2,0.0,0.0,0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,2.0,2.0,1,0.0,4.0,1.0,2.0,1,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0
425,3,1.0,0.0,1,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2,1.0,2.0,0.0,2.0,1,3.0,2.0,1.0,1.0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0
426,1,3.0,0.0,1,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0,0.0,0.0,1.0,2.0,1,3.0,2.0,1.0,1.0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
427,2,0.0,2.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,0,3.0,1.0,0.0,3.0,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0
428,1,3.0,0.0,1,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,3.0,0,2.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0
429,2,1.0,0.0,0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0,0.0,1.0,0.0,3.0,1,3.0,2.0,1.0,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0
430,2,0.0,2.0,1,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,1,2.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0
431,4,1.0,0.0,1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1,0.0,2.0,0.0,1.0,2,2.0,0.0,1.0,1.0,0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
432,2,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2,0.0,1.0,0.0,3.0,2,2.0,1.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0
433,3,0.0,1.0,0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,0.0,2.0,2.0,2.0,1,2.0,2.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
434,3,0.0,4.0,1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,2,0.0,4.0,0.0,1.0,1,1.0,2.0,1.0,1.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0
435,2,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0.0,1.0,2.0,2.0,1,2.0,2.0,1.0,1.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0
436,4,1.0,2.0,1,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1,0.0,2.0,0.0,3.0,2,3.0,2.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0
437,2,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0,0.0,1.0,2.0,3.0,2,1.0,1.0,0.0,3.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
438,5,1.0,2.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,3,1.0,1.0,0.0,1.0,2,0.0,2.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
439,4,1.0,2.0,1,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0,0.0,1.0,0.0,1.0,2,3.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0
440,2,0.0,0.0,0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0,0.0,3.0,2.0,2.0,1,3.0,0.0,1.0,0.0,0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0
441,0,4.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,1.0,1.0,2.0,3.0,2,3.0,1.0,0.0,3.0,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
442,0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,2.0,2.0,2.0,2,3.0,2.0,0.0,1.0,3,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0
443,4,4.0,5.0,0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,1.0,2.0,2.0,0,2.0,3.0,2.0,2.0,1,2.0,4.0,1.0,3.0,2,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,0.0,0.0,2.0
444,5,3.0,5.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2,1.0,1.0,2.0,3.0,1,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0
445,3,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,4.0,2.0,2.0,1,3.0,0.0,1.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0
446,0,2.0,0.0,1,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0,0.0,0.0,0.0,2.0,1,3.0,2.0,0.0,1.0,3,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0
447,4,1.0,0.0,0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,3.0,2,0.0,4.0,1.0,3.0,1,3.0,0.0,1.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0
448,1,3.0,2.0,1,0.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,0,0.0,3.0,2.0,2.0,1,2.0,4.0,1.0,0.0,1,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0
449,2,3.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0,0.0,1.0,0.0,3.0,2,3.0,1.0,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0
450,5,1.0,1.0,1,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,0,0.0,2.0,0.0,2.0,1,0.0,4.0,1.0,3.0,0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0
451,2,0.0,2.0,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0,1.0,1.0,0.0,1.0,1,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0
452,2,1.0,4.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,2,3.0,0.0,1.0,0.0,0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0
453,2,0.0,0.0,1,1.0,2.0,3.0,3.0,2.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,2,0.0,2.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,2.0,2.0,2.0
454,2,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0,0.0,1.0,0.0,3.0,2,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
455,0,4.0,3.0,1,0.0,2.0,3.0,3.0,0.0,1.0,3.0,4.0,0.0,4.0,0.0,2.0,2,0.0,1.0,2.0,2.0,1,3.0,0.0,1.0,3.0,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0
456,1,3.0,0.0,0,0.0,1.0,0.0,3.0,3.0,4.0,0.0,2.0,1.0,2.0,0.0,2.0,0,2.0,0.0,2.0,2.0,2,0.0,2.0,0.0,1.0,1,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0
457,0,2.0,0.0,1,0.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,3.0,4.0,2.0,4.0,0,1.0,3.0,2.0,2.0,1,3.0,2.0,0.0,2.0,3,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0
458,1,2.0,4.0,0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,2,0.0,0.0,0.0,1.0,2,3.0,0.0,0.0,1.0,3,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0
459,0,4.0,3.0,1,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2,0.0,4.0,0.0,2.0,1,3.0,1.0,0.0,3.0,3,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0
460,0,3.0,0.0,1,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0.0,2.0,2.0,1,3.0,0.0,0.0,2.0,3,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0
461,5,3.0,5.0,1,1.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1,2.0,3.0,2.0,2.0,1,0.0,4.0,0.0,2.0,2,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0
462,1,3.0,0.0,1,0.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2,0.0,2.0,2.0,1.0,2,2.0,2.0,0.0,3.0,3,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0
463,1,2.0,0.0,1,0.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,2,0.0,3.0,0.0,2.0,2,3.0,4.0,1.0,3.0,3,3.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0
464,2,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2,0.0,0.0,2.0,3.0,2,3.0,2.0,0.0,1.0,3,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0
465,0,0.0,0.0,1,0.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,0,2.0,3.0,2.0,2.0,1,2.0,2.0,1.0,0.0,3,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
466,1,3.0,0.0,1,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,0,2.0,0.0,2.0,1.0,1,2.0,2.0,0.0,0.0,3,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0
467,0,4.0,2.0,1,0.0,2.0,0.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,4.0,2,0.0,0.0,2.0,2.0,1,2.0,0.0,0.0,0.0,0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0
468,0,4.0,3.0,1,0.0,2.0,0.0,2.0,3.0,4.0,2.0,0.0,2.0,2.0,3.0,2.0,2,1.0,3.0,2.0,0.0,2,2.0,0.0,0.0,1.0,3,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0
469,0,4.0,3.0,1,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,2,0.0,0.0,0.0,2.0,1,0.0,2.0,0.0,1.0,3,3.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0
470,0,4.0,3.0,1,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0,1.0,2.0,2.0,2.0,1,3.0,2.0,0.0,2.0,0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0
471,0,4.0,3.0,1,0.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,2,0.0,3.0,2.0,2.0,1,0.0,2.0,0.0,1.0,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0
472,1,2.0,2.0,0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2,0.0,0.0,2.0,2.0,1,3.0,0.0,0.0,2.0,1,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0
473,0,4.0,4.0,1,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2.0,0.0,2.0,2.0,2,0.0,2.0,1.0,1.0,1,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
474,0,2.0,0.0,0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2,0.0,3.0,2.0,2.0,1,1.0,2.0,1.0,2.0,0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0
475,0,2.0,0.0,0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,4.0,3.0,2.0,0,0.0,2.0,2.0,2.0,1,0.0,4.0,1.0,2.0,0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
476,0,4.0,3.0,1,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,0,2.0,0.0,0.0,3.0,1,3.0,0.0,0.0,1.0,3,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0
477,1,4.0,3.0,1,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,0.0,0.0,2.0,2.0,1,2.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0
478,0,4.0,3.0,0,0.0,1.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,2,0.0,0.0,2.0,2.0,1,3.0,1.0,0.0,1.0,3,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0
479,2,1.0,0.0,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,2.0,2,2.0,2.0,2.0,1.0,2,3.0,2.0,0.0,1.0,3,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0
480,1,5.0,2.0,0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1,0.0,0.0,0.0,2.0,1,3.0,0.0,0.0,2.0,1,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0
481,0,4.0,4.0,0,0.0,2.0,0.0,3.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,2.0,0,0.0,3.0,2.0,2.0,1,2.0,4.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,1.0,2.0,2.0,1.0
482,0,4.0,2.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0,0.0,1.0,2.0,2.0,1,2.0,2.0,0.0,2.0,1,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0
483,2,3.0,0.0,1,1.0,1.0,4.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,0,0.0,1.0,2.0,2.0,1,2.0,2.0,1.0,2.0,1,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0
484,0,4.0,3.0,0,0.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,0,0.0,0.0,2.0,2.0,1,2.0,4.0,1.0,3.0,1,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0
485,0,3.0,0.0,1,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0,0.0,0.0,2.0,0.0,2,2.0,2.0,1.0,0.0,0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0
486,2,0.0,1.0,1,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0,0.0,4.0,0.0,3.0,2,3.0,2.0,1.0,3.0,3,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0
487,2,1.0,0.0,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,4.0,0,2.0,3.0,2.0,2.0,2,1.0,4.0,0.0,1.0,0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0
488,1,3.0,0.0,0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,4.0,1,1.0,0.0,2.0,2.0,2,0.0,4.0,1.0,2.0,3,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,4.0,1.0,2.0,0.0,2.0
489,2,1.0,0.0,1,1.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1.0,0.0,2.0,2.0,2,0.0,0.0,0.0,3.0,0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0
490,2,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,2.0,2.0,1,3.0,0.0,0.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,2.0,2.0,2.0
491,2,3.0,0.0,0,1.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,0,0.0,3.0,0.0,2.0,2,2.0,2.0,0.0,0.0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0
492,2,4.0,5.0,0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2,1.0,4.0,2.0,2.0,1,0.0,4.0,1.0,2.0,0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0
493,1,3.0,0.0,0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2,2.0,0.0,1.0,2.0,1,2.0,2.0,0.0,1.0,3,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0
